'bout	ˈba͡ʊt
chemotherapy	ˌkiːmoʊˈθɛɹəpiː
chemyr	ˈkɛmɪɹ
chen	ˈtʃɛn
chen's	ˈtʃɛnz
chenard	ˈtʃɛnɚd
chenault	ʃɪˈnoʊ
chenette	ʃɪˈnɛt
chenevert	ˈtʃɛnɪvɚt
cheney	ˈtʃeɪniː
cheney's	ˈtʃeɪniːz
cheng	ˈtʃɛŋ
cheng-chung	ˈtʃɛŋˈtʃʊŋ
cheng-hua	ˈtʃɛŋˈhwɑː
chengdu	ˌtʃɛŋˈduː
chengxiang	ˈtʃɛŋʃˈjɑːŋ
chenier	ˈtʃɛnjɚ
chennai	ˈtʃɛˌna͡ɪ
chennault	ˈtʃɛnɔːlt
chenoweth	ˈtʃɛnəwɛθ
chenowitz	ˈtʃɛnəwɪts
chenxiang	ˈtʃɛnʃˈjɑːŋ
cheong	ˈtʃiːɔːŋ
cheque	ˈtʃɛk
cheques	ˈtʃɛks
cher	ˈʃɛɹ
cheramie	ˈtʃɛɹəˌmiː
cherbourg	ˈʃɛɹbuːɹɡ
cheri	ˈʃɛɹiː
cherico	kɚˈiːkoʊ
cherico(2)	tʃɚˈiːkoʊ
cherie	ˈʃɛɹiː
cherish	ˈtʃɛɹɪʃ
cherished	ˈtʃɛɹɪʃt
cherishes	ˈtʃɛɹɪʃɪz
cherishing	ˈtʃɛɹɪʃɪŋ
chermak	ˈtʃɜːmək
chern	ˈtʃɜːn
cherne	ˈtʃɜːn
chernenko	tʃɚˈnɛŋkoʊ
cherney	ˈtʃɜːniː
chernick	ˈtʃɜːnɪk
chernin	ˈtʃɜːnɪn
chernobyl	tʃɚˈnoʊbəl
chernobyl's	tʃɚˈnoʊbəlz
chernoff	ˈkɜːnɔːf
chernomyrdin	ˌtʃɛɹnoʊˈmɪɹdən
chernomyrdin's	ˌtʃɛɹnoʊˈmɪɹdənz
chernow	ˈtʃɜːnoʊ
cherny	ˈtʃɜːniː
cherokee	ˈtʃɛɹəˌkiː
cherokee's	ˈtʃɛɹəˌkiːz
cherokees	ˈtʃɛɹəˌkiːz
cherrapunji	ˌtʃɛɹəˈpʌndʒiː
cherrier	ˈtʃɛɹiːɚ
cherries	ˈtʃɛɹiːz
cherrington	ˈtʃɛɹɪŋtən
cherry	ˈtʃɛɹiː
cherry's	ˈtʃɛɹiːz
cherrystone	ˈtʃɛɹiːˌstoʊn
cherrystones	ˈtʃɛɹiːˌstoʊnz
chert	ˈtʃɜːt
chertkow	ˈtʃɜːtka͡ʊ
chertoff	ˈtʃɜːtɑːf
cherts	ˈtʃɜːts
cherub	ˈtʃɛɹəb
cherubic	tʃɚˈuːbɪk
cherubini	kɚuːˈbiːniː
cherubs	ˈtʃɛɹəbz
cherumirdan	ˌtʃɛɹəˈmɪɹdən
cherumirdan's	ˌtʃɛɹəˈmɪɹdənz
chervenak	ˈtʃɜːvɪnæk
chery	ˈtʃɛɹiː
cheryl	ˈʃɛɹəl
ches	ˈtʃɛs
chesapeake	ˈtʃɛsəˌpiːk
chesbro	ˈkɛsbɹoʊ
chesebro	kɛˈsɛbɹoʊ
chesebrough	ˈtʃɛsəbɹuː
chesher	ˈtʃɛʃɚ
cheshier	ˈtʃɛʃiːɚ
cheshire	ˈtʃɛʃɚ
chesler	ˈtʃɛsəlɚ
chesler(2)	ˈtʃɛslɚ
chesley	ˈtʃɛsliː
cheslock	ˈtʃɛslək
chesney	ˈtʃɛsniː
chesnut	ˈtʃɛˌsnʌt
chesnutt	ʃɪˈsnʌt
chesnutt(2)	tʃɛˈsnʌt
chess	ˈtʃɛs
chessboard	ˈtʃɛsˌbɔːɹd
chessboards	ˈtʃɛsˌbɔːɹdz
chesser	ˈtʃɛsɚ
chessher	ˈtʃɛʃɚ
chesshir	ʃɪˈʃɜː
chessman	ˈtʃɛsmən
chesson	ˈtʃɛsən
chest	ˈtʃɛst
chestang	ˈtʃɛstəŋ
chested	ˈtʃɛstəd
chested(2)	ˈtʃɛstɪd
chester	ˈtʃɛstɚ
chesterfield	ˈtʃɛstɚˌfiːld
chesterman	ˈtʃɛstɚmən
chesters	ˈtʃɛstɚz
chesterson	ˈtʃɛstɚsən
chesterton	ˈtʃɛstɚtən
chestman	ˈtʃɛstmən
chestnut	ˈtʃɛˌsnʌt
chestnut(2)	ˈtʃɛstˌnʌt
chestnuts	ˈtʃɛsnəts
chestnutt	ˈtʃɛstnət
cheston	ˈtʃɛstən
chests	ˈtʃɛsts
chet	ˈtʃɛt
chetniks	ˈtʃɛtnɪks
chetwin	ˈtʃɛtwɪn
cheung	tʃˈjuːŋ
cheuse	ˈtʃuːs
cheuvront	ʃuːvˈɹɑːnt
chevalier	ˌʃɛvəˈlɪɹ
cheverly	ˈtʃɛvɚliː
cheves	ˈtʃiːvz
chevette	ʃəˈvɛt
chevies	ˈtʃɛviːz
chevik	ˈtʃɛvɪk
cheviot	ˈʃɛviːət
cheviots	ˈtʃiːviːəts
chevis	ˈtʃɛvɪs
chevrette	ʃɪvˈɹɛt
chevrier	ˈtʃɛvɚiːɚ
chevrolet	ˌʃɛvɹəˈleɪ
chevrolet(2)	ˌʃɛvɹoʊˈleɪ
chevrolet's	ˌʃɛvɹəˈleɪz
chevrolet's(2)	ˌʃɛvɹoʊˈleɪz
chevrolets	ˌʃɛvɹəˈleɪz
chevrolets(2)	ˌʃɛvɹoʊˈleɪz
chevron	ˈʃɛvɹən
chevron(2)	ˈʃɛvɹɑːn
chevron's	ˈʃɛvɹənz
chevron's(2)	ˈʃɛvɹɑːnz
chevy	ˈʃɛˌviː
chevy(2)	ˈtʃɛˌviː
chevy's	ˈʃɛˌviːz
chevy's(2)	ˈtʃɛˌviːz
chevys	ˈʃɛˌviːs
chevys(2)	ˈtʃɛˌviːs
chew	ˈtʃuː
chewed	ˈtʃuːd
chewer	ˈtʃuːɚ
chewers	ˈtʃuːɚz
chewing	ˈtʃuːɪŋ
chewning	ˈtʃuːnɪŋ
chews	ˈtʃuːz
chewy	ˈtʃuːiː
cheyenne	ʃa͡ɪˈɛn
cheyenne's	ʃa͡ɪˈɛnz
cheyennes	ʃa͡ɪˈɛnz
cheyne	ˈtʃeɪn
cheyney	ˈtʃeɪˌniː
chez	ˈʃeɪ
chez(2)	ˈtʃɛz
chi	ˈka͡ɪ
chi's	ˈka͡ɪz
chia	ˈtʃiːə
chianese	kiːɑːˈneɪziː
chiang	ˈtʃæŋ
chiang's	ˈtʃæŋz
chianti	tʃiːˈæntiː
chiaoscurist	ˈkiːɑːˌɔːˌskuːɹɪst
chiaoscuro	ˈkiːɑːˌɔːˌskuːɹoʊ
chiapas	tʃiːˈɑːpəs
chiapas'	tʃiːˈɑːpəz
chiapparone	tʃiːˈæpɚˌoʊn
chiappetta	kiːɑːˈpɛtə
chiappone	kiːɑːˈpoʊniː
chiara	ˈkjɑːɹə
chiaramonte	kiːɑːɹɑːˈmoʊntiː
chiarella	kiːɑːˈɹɛlə
chiarelli	kiːɑːˈɹɛliː
chiarello	kiːɑːˈɹɛloʊ
chiarenza	kiːɑːˈɹɛnzə
chiarnim	kiːˈɑːɹˌnɪm
chiaro	kiːˈɑːɹoʊ
chiasso	tʃiːˈɑːsoʊ
chiasson	tʃiːˈɑːsən
chiat	ˈtʃiːæt
chiavetta	kiːɑːˈvɛtə
chiba	ˈtʃiːbə
chic	ˈʃiːk
chicago	ʃəˈkɑːˌɡoʊ
chicago's	ʃəˈkɑːˌɡoʊz
chicagoan	ˈtʃɪkəˌɡoʊn
chicagoans	ʃəˈkɑːˌɡoʊənz
chicanery	ʃɪˈkeɪnɚiː
chicano	tʃɪˈkɑːnoʊ
chicanos	tʃɪˈkɑːnoʊz
chichauha	ˌtʃiːˈtʃa͡ʊə
chichauha's	ˌtʃiːˈtʃa͡ʊəz
chichester	ˈtʃɪtʃɛstɚ
chichi	ˈtʃiːtʃiː
chick	ˈtʃɪk
chick's	ˈtʃɪks
chickasaw	ˈtʃɪkəˌsɔː
chickasaws	ˈtʃɪkəˌsɔːz
chicked	tʃɪkt
chicken	ˈtʃɪkən
chicken's	ˈtʃɪkənz
chickened	ˈtʃɪkənd
chickening	ˈtʃɪkənɪŋ
chickens	ˈtʃɪkənz
chickens'	ˈtʃɪkənz
chickering	ˈtʃɪkɚɪŋ
chicks	ˈtʃɪks
chico	ˈtʃiːˌkoʊ
chico's	ˈtʃiːˌkoʊz
chicoine	tʃɪˈkɔɪn
chicots	ˈtʃɪkəts
chide	ˈtʃa͡ɪd
chided	ˈtʃa͡ɪdɪd
chides	ˈtʃa͡ɪdz
chidester	ˈtʃɪdɪstɚ
chideya	tʃɪˈdiːjə
chideya(2)	tʃɪˈdeɪjə
chiding	ˈtʃa͡ɪdɪŋ
chidsey	ˈtʃɪdziː
chief	ˈtʃiːf
chief's	ˈtʃiːfs
chiefdom	ˈtʃiːfdəm
chieffo	ˈkiːfoʊ
chiefly	ˈtʃiːfliː
chiefs	ˈtʃiːfs
chiefs'	ˈtʃiːfs
chieftain	ˈtʃiːftən
chieftain's	ˈtʃiːftənz
chieftains	ˈtʃiːftənz
chien	ˈtʃɛn
chiengmai	ˈtʃɛŋˈma͡ɪ
chiesa	ˈkiːsə
chiffon	ʃɪˈfɑːn
chiffre	ˈʃiːfɹə
chiggers	ˈtʃɪɡɚz
chigney	ˈtʃɪɡniː
chihuahua	tʃəˈwɑːˌwɑː
chihuahua(2)	ˌtʃiːˈwɑːwə
chikane	tʃɪˈkɑːneɪ
chikatilo	ˌtʃɪkəˈtɪˌloʊ
chikos	ˈtʃiːˌkoʊs
chilblain	ˈtʃɪlˌbleɪn
chilblains	ˈtʃɪlˌbleɪnz
chilcoat	ˈtʃɪlˌkoʊt
chilcote	ˈtʃɪlˌkoʊt
chilcott	ˈtʃɪlkət
chilcutt	ˈtʃɪlkət
child	ˈtʃa͡ɪld
child's	ˈtʃa͡ɪldz
childbearing	ˈtʃa͡ɪldˌbɛɹɪŋ
childbirth	ˈtʃa͡ɪldˌbɜːθ
childcare	ˈtʃa͡ɪldˌkɛɹ
childcraft	ˈtʃa͡ɪldˌkɹæft
childe	ˈtʃɪld
childener	ˈtʃɪldnɚ
childener(2)	ˈtʃɪldɪnɚ
childener's	ˈtʃɪldnɚz
childener's(2)	ˈtʃɪldɪnɚz
childers	ˈtʃɪldɚz
childhood	ˈtʃa͡ɪldˌhʊd
childhoods	ˈtʃa͡ɪldˌhʊdz
childish	ˈtʃa͡ɪldɪʃ
childless	ˈtʃa͡ɪldləs
childlike	ˈtʃa͡ɪldˌla͡ɪk
childminder	ˈtʃa͡ɪldˌma͡ɪndɚ
childraising	ˈtʃa͡ɪlˌdɹeɪzɪŋ
childree	tʃa͡ɪlˈdɹiː
children	ˈtʃɪldɹən
children's	ˈtʃɪldɹənz
childrens	ˈtʃɪldɹənz
childrens'	ˈtʃɪldɹənz
childres	ˈtʃa͡ɪldɚz
childress	ˈtʃɪldɹɪs
childrey	ˈtʃɪldɹiː
childs	ˈtʃa͡ɪldz
chile	ˈtʃɪliː
chile's	ˈtʃɪliːz
chilean	ˈtʃɪliːən
chileans	ˈtʃɪliːənz
chiles	ˈtʃa͡ɪlz
chiles(2)	ˈtʃɪliːz
chiles's	ˈtʃɪliːzɪz
chili	ˈtʃɪliː
chili's	ˈtʃɪliːz
chilies	ˈtʃɪliːz
chilis	ˈtʃɪliːz
chill	ˈtʃɪl
chilled	ˈtʃɪld
chillemi	kiːˈlɛmiː
chiller	ˈtʃɪlɚ
chillicothe	ˈtʃɪlɪkɔːθ
chillier	ˈtʃɪliːɚ
chillies	ˈtʃɪliːz
chilliest	ˈtʃɪliːəst
chilling	ˈtʃɪlɪŋ
chillingly	ˈtʃɪlɪŋliː
chills	ˈtʃɪlz
chilly	ˈtʃɪliː
chilmark	ˈtʃɪlˌmɑːɹk
chilson	ˈtʃɪlsən
chilton	ˈtʃɪltən
chimayo	tʃɪˈma͡ɪoʊ
chime	ˈtʃa͡ɪm
chimed	ˈtʃa͡ɪmd
chimenti	tʃɪˈmɛntiː
chimento	tʃɪˈmɛntoʊ
chimera	tʃɪˈmɛɹə
chimerical	kɪˈmɛɹəkəl
chimerine	ˈtʃɪmɚˌiːn
chimes	ˈtʃa͡ɪmz
chimicles	ˈtʃɪmɪkəlz
chimie	ˈtʃɪmiː
chimney	ˈtʃɪmniː
chimneys	ˈtʃɪmniːz
chimp	ˈtʃɪmp
chimpanzee	tʃɪmˈpænziː
chimpanzees	tʃɪmˈpænziːz
chimps	ˈtʃɪmps
chimurenga	ˌtʃɪmɚˈɛnɡə
chin	ˈtʃɪn
china	ˈtʃa͡ɪnə
china's	ˈtʃa͡ɪnəz
chinatown	ˈtʃa͡ɪnəˌta͡ʊn
chinchilla	tʃɪnˈtʃɪlə
chinen	ˈtʃɪnən
chinese	tʃa͡ɪˈniːz
chinese-englishman	tʃa͡ɪˌniːˈzɪŋɡlɪʃmən
ching	ˈtʃɪŋ
chinh	ˈtʃɪn
chink	ˈtʃɪŋk
chinks	ˈtʃɪŋks
chinn	ˈtʃɪn
chinn's	ˈtʃɪnz
chinnici	kiːˈniːtʃiː
chinnock	ˈtʃɪnək
chino	ˈtʃiːnoʊ
chinook	ʃɪˈnʊk
chinook(2)	ˌtʃɪˈnʊk
chinooks	tʃɪˈnʊks
chinooks(2)	ˌʃɪˈnʊks
chinoy	ˈtʃɪˌnɔɪ
chintung	ˈtʃɪntəŋ
chintzy	ˈtʃɪntsiː
chiodo	kiːˈoʊˌdoʊ
chip	ˈtʃɪp
chip's	ˈtʃɪps
chip-in	ˈtʃɪˌpɪn
chipboard	ˈtʃɪpˌbɔːɹd
chipcom	ˈtʃɪpˌkɑːm
chipcom's	ˈtʃɪpˌkɑːmz
chipello	tʃɪˈpɛloʊ
chipetas	tʃɪˈpiːtəz
chipita	tʃəˈpiːtɑː
chipley	ˈtʃɪpliː
chipmaker	ˈtʃɪpˌmeɪkɚ
chipmakers	ˈtʃɪpˌmeɪkɚz
chipman	ˈtʃɪpmən
chipmunk	ˈtʃɪpməŋk
chipmunks	ˈtʃɪpməŋks
chipote	tʃɪˈpoʊt
chipotle	tʃɪˈpoʊtˌliː
chipped	ˈtʃɪpt
chippendale	ˈtʃɪpəˌdeɪl
chippendales	ˈtʃɪpəˌdeɪl
chipper	ˈtʃɪpɚ
chippewa	ˈtʃɪpəˌwɑː
chipping	ˈtʃɪpɪŋ
chipps	ˈtʃɪps
chippy	ˈtʃɪpiː
chips	ˈtʃɪps
chipsoft	ˈtʃɪpˌsɔːft
chiquita	kɪˈkwiːtə
chiquita(2)	tʃɪˈkwiːtə
chiquita(3)	tʃɪˈkiːtə
chirac	ʃɪˈɹæk
chirac's	ʃɪˈɹæks
chirco	ˈkɪɹkoʊ
chirico	kɪˈɹiːkoʊ
chiron	ˈtʃa͡ɪɹən
chiron's	ˈtʃa͡ɪɹənz
chiropractic	ˌka͡ɪɹoʊˈpɹæktɪk
chiropractor	ˈka͡ɪɹəˌpɹæktɚ
chiropractor's	ˈka͡ɪɹoʊˌpɹæktɚz
chiropractors	ˈka͡ɪɹəˌpɹæktɚz
chirp	ˈtʃɜːp
chirping	ˈtʃɜːpɪŋ
chirps	ˈtʃɜːps
chirpy	ˈtʃɜːpiː
chisam	ˈtʃɪsəm
chisel	ˈtʃɪzəl
chiseled	ˈtʃɪzəld
chiseling	ˈtʃɪzəlɪŋ
chiseling(2)	ˈtʃɪzlɪŋ
chisels	ˈtʃɪzəlz
chisenhall	tʃɪˈsɛnhəl
chisholm	ˈtʃɪzəm
chisler	ˈtʃɪsəlɚ
chisler(2)	ˈtʃɪslɚ
chisler(3)	ˈtʃɪzlɚ
chism	ˈtʃɪzəm
chisman	ˈtʃɪsmən
chismar	ˈtʃɪzmɚ
chisolm	ˈtʃɪsoʊm
chisom	ˈtʃɪsəm
chissano	tʃɪˈsɑːnoʊ
chisum	ˈtʃɪzəm
chiswick	ˈtʃɪzwɪk
chit	ˈtʃɪt
chita	ˈtʃiːtə
chitchat	ˈtʃɪtˌtʃæt
chitinous	ˈka͡ɪtənəs
chitlin	ˈtʃɪtlɪn
chitlins	ˈtʃɪtlɪnz
chitra	ˈtʃɪtɹə
chitra's	ˈtʃɪtɹəz
chitrao	ˈtʃɪtɹa͡ʊ
chits	ˈtʃɪts
chittenden	ˈtʃɪtəndən
chitter	ˈtʃɪtɚ
chitterchatter	ˈtʃɪtɚˈtʃætɚ
chitterlings	ˈtʃɪtɚlɪŋz
chittick	ˈtʃɪtɪk
chittum	ˈtʃɪtəm
chitty	ˈtʃɪtiː
chitwood	ˈtʃɪˌtwʊd
chiu	ˈtʃuː
chiusano	kiːuːˈsɑːnoʊ
chivalry	ˈʃɪvəlɹiː
chivas	ˈtʃiːvəs
chivas(2)	ˈʃiːvəs
chivers	ˈtʃa͡ɪvɚz
chives	ˈtʃa͡ɪvz
chiyoda	tʃɪˈjoʊdə
chizek	ˈtʃɪzɛk
chizmar	ˈtʃɪzmɚ
chlamydia	klæˈma͡ɪdiːə
chlamydia(2)	klæˈmɪdiːə
chlebowski	tʃlɪˈbɔːfskiː
chlebowski(2)	klɪˈbɔːfskiː
chloe	ˈkloʊiː
chloe's	ˈkloʊiːz
chlorate	ˈklɔːɹeɪt
chlordane	ˈklɔːɹˌdeɪn
chloric	ˈklɔːɹɪk
chloride	ˈklɔːɹa͡ɪd
chlorinate	ˈklɔːɹəˌneɪt
chlorinated	ˈklɔːɹəˌneɪtəd
chlorinating	ˈklɔːɹəˌneɪtɪŋ
chlorine	ˈklɔːɹiːn
chloris	ˈklɔːɹɪs
chlorofluorocarbon	klɔːɹoʊˌflɔːɹoʊˈkɑːɹbɑːn
chlorofluorocarbons	ˈklɔːɹoʊˈflɔːɹoʊˈkɑːɹbɑːnz
chloroform	ˈklɔːɹəˌfɔːɹm
chlorophyll	ˈklɔːɹəfɪl
chloroplast	ˈklɔːɹəˌplæst
chloroplasts	ˈklɔːɹəˌplæsts
chloroprene	ˈklɔːɹəˌpɹiːn
chmiel	tʃəˈmiːl
chmielewski	tʃəməˈlɛfskiː
chmielewski(2)	tʃəməˈluːskiː
chmura	tʃəˈmʊɹə
cho	ˈtʃoʊ
choat	ˈtʃoʊt
choate	ˈtʃoʊt
chock	ˈtʃɑːk
chocolat	ˈtʃɑːklət
chocolate	ˈtʃɔːklət
chocolates	ˈtʃɔːkləts
chocolatology	ˌtʃɑːkləˈtɑːlədʒiː
chodorow	ˈtʃoʊdɚoʊ
choe	ˈtʃoʊ
choi	ˈtʃɔɪ
choice	ˈtʃɔɪs
choicer	ˈtʃɔɪsɚ
choicers	ˈtʃɔɪsɚz
choices	ˈtʃɔɪsəz
choices(2)	ˈtʃɔɪsɪz
choicest	ˈtʃɔɪsəst
choiniere	ˈʃɔɪniːɛɹ
choinski	ˈtʃɔɪnskiː
choir	ˈkwa͡ɪɚ
choirs	ˈkwa͡ɪɹz
chojnacki	tʃəjˈnɑːtskiː
chojnowski	tʃəjˈnɔːfskiː
chok	ˈtʃɑːk
choke	ˈtʃoʊk
choked	ˈtʃoʊkt
chokehold	ˈtʃoʊkˌhoʊld
chokes	ˈtʃoʊks
choking	ˈtʃoʊkɪŋ
cholera	ˈkɑːlɚə
choleric	ˈkɑːlɚɪk
cholesterol	kəˈlɛstɚˌɔːl
cholesterol(2)	kəˈlɛstɚəl
cholestyramine	koʊˈlɛstɪɹəˌma͡ɪn
cholet	ˈtʃoʊlət
cholewa	tʃəˈluːə
cholla	ˈtʃɑːlə
choma	ˈtʃoʊmə
chombiono	tʃɑːmbiːˈoʊnoʊ
chomp	ˈtʃɑːmp
chomping	ˈtʃɑːmpɪŋ
chomsky	ˈtʃɑːmˌskiː
chon	ˈtʃɑːn
chong	ˈtʃɔːŋ
chongqing	ˈtʃɔːŋˈkɪŋ
chonko	ˈtʃɑːŋkoʊ
chontales	ˌʃɑːnˈteɪlz
choo	ˈtʃuː
chook	ˈtʃʊk
chook(2)	ˈtʃuːk
choon	ˈtʃuːn
choong	ˈtʃuːŋ
choose	ˈtʃuːz
chooses	ˈtʃuːzəz
chooses(2)	ˈtʃuːzɪz
choosing	ˈtʃuːzɪŋ
choosy	ˈtʃuːziː
chop	ˈtʃɑːp
chop-chop	ˈtʃɑːpˈtʃɑːp
chop-suey	ˈtʃɑːpˈsuːiː
choper	ˈtʃoʊpɚ
chopin	ˈʃoʊpæn
choplin	ˈtʃɑːplɪn
chopp	ˈtʃɑːp
chopped	ˈtʃɑːpt
chopper	ˈtʃɑːpɚ
chopper's	ˈtʃɑːpɚz
choppers	ˈtʃɑːpɚz
chopping	ˈtʃɑːpɪŋ
choppy	ˈtʃɑːpiː
chopra	ˈtʃɑːpɹə
chops	ˈtʃɑːps
chopstick	ˈtʃɑːpˌstɪk
chopsticks	ˈtʃɑːpˌstɪks
chopsuey	ˈtʃɑːpˈsuːiː
choquette	ʃəˈkɛt
choral	ˈkɔːɹəl
chorale	kɚˈæl
chorals	ˈkɔːɹəlz
chorba	ˈkɔːɹbə
chord	ˈkɔːɹd
chordates	ˈkɔːɹˌdeɪts
chords	ˈkɔːɹdz
chore	ˈtʃɔːɹ
choreograph	ˈkɔːɹiːəˌɡɹæf
choreographed	ˈkɔːɹiːəˌɡɹæft
choreographer	ˌkɔːɹiːˈɑːɡɹəfɚ
choreographer's	ˌkɔːɹiːˈɑːɡɹəfɚz
choreographers	ˌkɔːɹiːˈɑːɡɹəfɚz
choreographic	ˌkɔːɹiːəˈɡɹæfɪk
choreographing	ˌkɔːɹiːˈɑːɡɹəfɪŋ
choreographing(2)	ˈkɔːɹiːəˌɡɹæfɪŋ
choreography	ˌkɔːɹiːˈɑːɡɹəfiː
chores	ˈtʃɔːɹz
choric	ˈkɔːɹɪk
chorney	ˈtʃɔːɹniː
chortle	ˈtʃɔːɹtəl
chortled	ˈtʃɔːɹtəld
chortles	ˈtʃɔːɹtəlz
chortling	ˈtʃɔːɹtəlɪŋ
chortling(2)	ˈtʃɔːɹtlɪŋ
chorus	ˈkɔːɹəs
choruses	ˈkɔːɹəsɪz
chose	ˈtʃoʊz
chosen	ˈtʃoʊzən
chosun	ˈtʃoʊzən
chotilla	tʃəˈtɪlə
chou	ˈtʃuː
chouinard	ʃwiːˈnɑːɹd
chovan	ˈtʃoʊvən
chovanec	tʃəˈvænɪk
chow	ˈtʃa͡ʊ
chowder	ˈtʃa͡ʊdɚ
chowdhury	ˈtʃa͡ʊduːɹiː
chowning	ˈtʃa͡ʊnɪŋ
chows	ˈtʃa͡ʊz
choy	ˈtʃɔɪ
choyce	ˈtʃɔɪs
chrest	ˈkɹɛst
chrestman	ˈkɹɛstmən
chretien	kɹɪˈtjɛn
chriboniko	tʃˌɹiːboʊˈniːkoʊ
chriboniko(2)	tʃˌɹɪbəˈniːkoʊ
chriboniko's	tʃˌɹiːboʊˈniːkoʊz
chriboniko's(2)	tʃˌɹɪbəˈniːkoʊz
chriptosporidium	ˌkɹɪptoʊspɔːˈɹɪdiːəm
chris	ˈkɹɪs
chris'	ˈkɹɪs
chrisco	ˈkɹiːskoʊ
chriscoe	ˈkɹɪskoʊ
chrisman	ˈkɹɪsmən
chrismer	ˈkɜːɪzəmɚ
chrismer(2)	ˈkɹɪsmɚ
chrismon	ˈkɹɪzmən
chrisp	ˈkɹɪsp
chriss	ˈkɹɪs
chrissie	ˈkɹɪsiː
chrissy	ˈkɹɪsiː
christ	ˈkɹa͡ɪst
christ's	ˈkɹa͡ɪsts
christa	ˈkɹɪstə
christabelle	ˈkɹɪstəˌbɛl
christakos	ˌkɹɪˈstɑːkoʊz
christal	ˈkɹɪstəl
christchurch	ˈkɹa͡ɪsttʃɚtʃ
christel	ˈkɹɪstəl
christen	ˈkɹɪsən
christenberry	ˈkɹɪsənˌbɛɹiː
christenbury	ˈkɹɪsənˌbɛɹiː
christendom	ˈkɹɪsəndəm
christened	ˈkɹɪsənd
christening	ˈkɹɪsənɪŋ
christening(2)	ˈkɹɪsnɪŋ
christensen	ˈkɹɪstənsən
christenson	ˈkɹɪstɪnsən
christeson	ˈkɹɪstɪsən
christi	ˈkɹɪstiː
christiaan	ˈkɹɪstiːˌɑːn
christian	ˈkɹɪstʃən
christian(2)	ˈkɹɪstʃɪn
christiana	ˌkɹɪstiːˈænə
christiane	kɹɪstiːˈɑːn
christianity	ˌkɹɪstʃiːˈænɪtiː
christianity's	ˌkɹɪstʃiːˈænɪtiːz
christianization	ˌkɹɪstʃənəˈzeɪʃən
christianize	ˈkɹɪstʃəˌna͡ɪz
christianized	ˈkɹɪstʃəˌna͡ɪzd
christianna	ˌkɹɪstiːˈænə
christianne	kɹɪstiːˈɑːn
christiano	kɹiːstiːˈɑːnoʊ
christians	ˈkɹɪstʃənz
christians(2)	ˈkɹɪstʃɪnz
christiansen	ˈkɹɪstʃənsən
christianson	ˈkɹɪstʃənsən
christiansted	ˈkɹɪstʃənˌstɛd
christic	ˈkɹɪstɪk
christie	ˈkɹɪstiː
christie's	ˈkɹɪstiːz
christies	ˈkɹɪstiːz
christina	kɹɪˈstiːnə
christine	kɹɪˈstiːn
christine's	kɹɪˈstiːnz
christison	ˈkɹɪstɪsən
christlieb	ˈkɹɪstˌliːb
christman	ˈkɹɪstmən
christman's	ˈkɹɪstmənz
christmann	ˈkɹɪstmən
christmas	ˈkɹɪsməs
christmas'	ˈkɹɪsməs
christmases	ˈkɹɪsməsɪz
christmastime	ˈkɹɪstməˌsta͡ɪm
christner	ˈkɹɪstnɚ
christo	ˈkɹɪstoʊ
christoff	ˈkɹɪstɔːf
christoffel	ˈkɹɪstəfɛl
christoffersen	kɹɪstəˈfɜːsən
christoffersen(2)	kɹɪˈstɑːfɚsən
christofferson	kɹɪˈstɑːfɚsən
christon	ˈkɹɪstən
christoph	ˈkɹɪstɔːf
christophe	kɹɪˈstɔːf
christophel	ˈkɹɪstəfɛl
christopher	ˈkɹɪstəfɚ
christopher's	ˈkɹɪstəfɚz
christophersen	kɹɪˈstɑːˌfɜːsən
christopherson	kɹɪˈstɑːˌfɜːsən
christopoulos	kɹɪˈstɑːpəlɪs
christy	ˈkɹɪstiː
christy's	ˈkɹɪstiːz
chriswell	ˈkɹɪˌswɛl
chrobak	ˈkɹoʊbək
chromakalim	ˌkɹoʊməˌkɑːˈliːm
chromalloy	kɹoʊˈmælɔɪ
chromatogram	kɹoʊˈmætəɡɹæm
chromatograms	kɹoʊˈmætəɡɹæmz
chromatography	kɹoʊməˈtɑːɡɹəfiː
chrome	ˈkɹoʊm
chromecast	ˈkɹoʊmˌkæst
chrominance	ˈkɹoʊmənəns
chromium	ˈkɹoʊmiːəm
chromosomal	ˈkɹoʊməˌsoʊməl
chromosome	ˈkɹoʊməˌsoʊm
chromosome(2)	ˈkɹoʊməˌzoʊm
chromosomes	ˈkɹoʊməˌzoʊmz
chromosomes(2)	ˈkɹoʊməˌsoʊmz
chronar	ˈkɹɑːnɚ
chronic	ˈkɹɑːnɪk
chronically	ˈkɹɑːnɪkəliː
chronically(2)	ˈkɹɑːnɪkliː
chronicle	ˈkɹɑːnɪkəl
chronicle's	ˈkɹɑːnɪkəlz
chronicled	ˈkɹɑːnɪkəld
chronicler	ˈkɹɑːnɪklɚ
chroniclers	ˈkɹɑːnɪklɚz
chronicles	ˈkɹɑːnɪkəlz
chronicling	ˈkɹɑːnɪklɪŋ
chronis	ˈkɹoʊnɪs
chronister	ˈkɹɑːnɪstɚ
chronological	ˌkɹɑːnəˈlɑːdʒɪkəl
chronologically	ˌkɹɑːnəˈlɑːdʒɪkliː
chronologies	kɹəˈnɑːlədʒiːz
chronology	kɹəˈnɑːlədʒiː
chronowitz	ˈkɹɑːnəwɪts
chrostowski	kɹəˈstɔːfskiː
chrusciel	ˈkɹʌˌsiːl
